"REG";"DEP";"DEPCOM";"DCIRIS";"AN";"TYPEQU";"LAMBERT_X";"LAMBERT_Y";"QUALITE_XY"
11;"91";"91421";"91421_0103";2019;"E108";660383.673;6845518.45;"Bonne"
11;"91";"91691";"91691_0102";2019;"E108";661939.042;6845264.56;"Bonne"
11;"91";"91114";"91114_0103";2019;"E108";663676.689;6844482.95;"Bonne"
11;"91";"91097";"91097";2019;"E108";665619.914;6842415.39;"Bonne"
11;"77";"77122";"77122_0101";2019;"E108";666712.662;6840905.89;"Bonne"
11;"77";"77251";"77251_0106";2019;"E108";668278.168;6836550.47;"Bonne"
11;"77";"77067";"77067_0101";2019;"E108";670056.737;6829593.59;"Bonne"
11;"77";"77285";"77285_0102";2019;"E108";672227.003;6826710.27;"Bonne"
11;"77";"77445";"77445_0203";2019;"E108";669328.748;6832864.67;"Bonne"
11;"77";"77037";"77037_0102";2019;"E108";677234.966;6819521.88;"Bonne"
11;"77";"77014";"77014_0103";2019;"E108";679784.198;6812915.29;"Bonne"
11;"77";"77186";"77186_0000";2019;"E108";682569.424;6810463.16;"Bonne"
11;"77";"77316";"77316_0103";2019;"E108";685163.307;6808732.03;"Bonne"
11;"77";"77419";"77419";2019;"E108";686363.731;6809103.69;"Bonne"
11;"77";"77305";"77305_0202";2019;"E108";695762.386;6808811.44;"Bonne"
11;"77";"77255";"77255";2019;"E109";676295.032;6823392.94;"Bonne"
11;"77";"77096";"77096";2019;"E109";677533.98;6820781.28;"Bonne"
11;"77";"77188";"77188";2019;"E109";681765.216;6820790.98;"Bonne"
11;"77";"77226";"77226";2019;"E109";682312.125;6815860.26;"Bonne"
11;"77";"77533";"77533";2019;"E109";681732.662;6814503.46;"Bonne"
11;"77";"77079";"77079_0101";2019;"E108";685181.458;6811802.02;"Bonne"
11;"77";"77494";"77494";2019;"E109";688374.93;6809586.19;"Bonne"
11;"77";"77210";"77210";2019;"E109";692391.702;6808705.93;"Bonne"
11;"77";"77152";"77152_0101";2019;"E109";670333.456;6823942.69;"Bonne"
11;"77";"77040";"77040";2019;"E108";668476.551;6825549.88;"Bonne"
11;"77";"77407";"77407_0103";2019;"E108";666370.052;6826195.29;"Bonne"
11;"77";"77407";"77407_0102";2019;"E108";666241.19;6829438.8;"Bonne"
11;"77";"77312";"77312";2019;"E108";680591.681;6804053.77;"Bonne"
11;"77";"77048";"77048";2019;"E109";677281.955;6803638.88;"Bonne"
11;"77";"77431";"77431_0101";2019;"E108";676671.611;6796464.6;"Bonne"
11;"77";"77016";"77016";2019;"E109";677975.95;6792277.3;"Bonne"
11;"77";"77458";"77458_0102";2019;"E108";680279.755;6786870.02;"Bonne"
11;"91";"91069";"91069";2019;"E109";653969.563;6804769.5;"Bonne"
11;"75";"75112";"75112_4811";2019;"E107";654065.081;6860681.67;"Bonne"
11;"75";"75112";"75112_4702";2019;"E107";654719.548;6860064.49;"Bonne"
11;"77";"77449";"77449";2019;"E108";683390.937;6861746.58;"Bonne"
11;"77";"77058";"77058_0104";2019;"E108";678755.999;6859682.99;"Bonne"
11;"75";"75108";"75108_3001";2019;"E108";648312.537;6863993.05;"Bonne"
11;"92";"92050";"92050_0510";2019;"E108";643033.848;6866617.1;"Bonne"
11;"92";"92050";"92050_0401";2019;"E108";641078.584;6866460.64;"Bonne"
11;"92";"92063";"92063_0102";2019;"E108";639250.685;6865566.17;"Bonne"
11;"78";"78146";"78146_0113";2019;"E108";638123.186;6865348.77;"Bonne"
11;"78";"78650";"78650_0105";2019;"E108";636544.107;6865911.76;"Bonne"
11;"78";"78650";"78650_0102";2019;"E108";635626.331;6866827.75;"Bonne"
11;"78";"78551";"78551_0101";2019;"E108";633652.856;6866886.95;"Bonne"
11;"75";"75112";"75112_4623";2019;"E108";655647.285;6861074.88;"Bonne"
11;"94";"94080";"94080_0204";2019;"E108";658426.022;6860957.28;"Bonne"
11;"94";"94033";"94033_0121";2019;"E108";660643.009;6860540.39;"Bonne"
11;"94";"94052";"94052_0109";2019;"E108";661229.635;6859586.74;"Bonne"
11;"94";"94042";"94042_0102";2019;"E108";660634.976;6858015.86;"Bonne"
11;"94";"94068";"94068_0802";2019;"E108";661244.999;6856366.99;"Bonne"
11;"94";"94068";"94068_0303";2019;"E108";662225;6856257.99;"Bonne"
11;"94";"94068";"94068_0402";2019;"E108";663986;6856437.99;"Bonne"
11;"94";"94068";"94068_0502";2019;"E108";664200;6855105.99;"Bonne"
11;"94";"94071";"94071_0111";2019;"E108";663816.301;6852450.28;"Bonne"
11;"94";"94004";"94004_0104";2019;"E108";663627.406;6850439.05;"Bonne"
11;"93";"93049";"93049_0107";2019;"E108";664310.999;6861620.99;"Bonne"
11;"94";"94015";"94015_0102";2019;"E108";665224.084;6860614.29;"Bonne"
11;"93";"93051";"93051_0301";2019;"E108";666829.147;6860151.21;"Bonne"
11;"93";"93051";"93051_0201";2019;"E108";669105.214;6860385.16;"Bonne"
11;"77";"77337";"77337_0101";2019;"E108";671846.38;6860450.14;"Bonne"
11;"77";"77258";"77258_0102";2019;"E108";673113.292;6859956.94;"Bonne"
11;"77";"77468";"77468_0101";2019;"E108";674633.019;6860000.27;"Bonne"
11;"75";"75109";"75109_3403";2019;"E108";650799.158;6863847.12;"Bonne"
11;"75";"75101";"75101_0205";2019;"E108";652063.946;6862663.63;"Bonne"
11;"75";"75105";"75105_0000";2019;"E108";651592.343;6860887.05;"Bonne"
11;"75";"75105";"75105_0000";2019;"E108";651342.732;6860191.18;"Bonne"
11;"75";"75114";"75114_5515";2019;"E108";651050.124;6859433.39;"Bonne"
11;"75";"75114";"75114_5401";2019;"E108";651467.523;6858039.09;"Bonne"
11;"94";"94037";"94037_0105";2019;"E108";651596.977;6857457.97;"Bonne"
11;"94";"94003";"94003_0106";2019;"E108";651069.846;6856627.17;"Bonne"
11;"94";"94016";"94016_0111";2019;"E108";650645.913;6855601.69;"Bonne"
11;"94";"94016";"94016_0109";2019;"E108";650162.948;6855012.65;"Bonne"
11;"92";"92014";"92014_0101";2019;"E108";649473.341;6853583.59;"Bonne"
11;"92";"92071";"92071_0106";2019;"E108";648376.654;6853715.25;"Bonne"
11;"92";"92032";"92032_0111";2019;"E108";648000.122;6854406.27;"Bonne"
11;"92";"92071";"92071_0101";2019;"E108";647187.128;6853573.5;"Bonne"
11;"92";"92002";"92002_0000";2019;"E108";649307.999;6852520.99;"Bonne"
11;"92";"92002";"92002_0106";2019;"E108";648873.999;6851536.99;"Bonne"
11;"92";"92002";"92002_0106";2019;"E108";648610;6850767.99;"Bonne"
11;"92";"92002";"92002_0303";2019;"E108";648276.439;6849497.82;"Bonne"
11;"92";"92002";"92002_0301";2019;"E108";647598.203;6849066.85;"Bonne"
11;"91";"91477";"91477_0103";2019;"E108";644563.774;6846678.27;"Bonne"
11;"91";"91477";"91477_0105";2019;"E108";643867.675;6845553.57;"Bonne"
11;"91";"91477";"91477_0106";2019;"E108";641992.422;6845385.13;"Bonne"
11;"91";"91471";"91471_0106";2019;"E108";640522.134;6845284.2;"Bonne"
11;"91";"91471";"91471_0103";2019;"E108";639782.033;6844475.12;"Bonne"
11;"91";"91122";"91122_0103";2019;"E108";638406.937;6844273.56;"Bonne"
11;"91";"91122";"91122_0103";2019;"E108";637633.862;6844203.71;"Bonne"
11;"91";"91272";"91272_0101";2019;"E108";636468.315;6844573.94;"Bonne"
11;"91";"91272";"91272_0103";2019;"E108";633698.549;6844906.31;"Bonne"
11;"78";"78575";"78575_0103";2019;"E108";631713;6845147;"Bonne"
